trial,theme,topic_structure,g1_stage,level,condition,run_role,run,attempt,is_initial,point_label,overlap_ratio,flagged,point_word_count,story_word_count,cross_overlap_ratio,cross_flagged,n_shared_words
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,0,True,point_one,0.567,True,30,66,0.233,False,17
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,0,True,point_two,0.448,True,29,66,0.241,False,13
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,1,False,point_one,0.31,False,29,63,0.103,False,9
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,1,False,point_two,0.414,True,29,63,0.103,False,12
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,2,False,point_one,0.393,False,28,65,0.179,False,11
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run1,2,False,point_two,0.148,False,27,65,0.185,False,4
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,0,True,point_one,0.469,True,32,69,0.156,False,15
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,0,True,point_two,0.433,True,30,69,0.167,False,13
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,1,False,point_one,0.355,False,31,65,0.161,False,11
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,1,False,point_two,0.536,True,28,65,0.179,False,15
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,2,False,point_one,0.357,False,28,68,0.107,False,10
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run2,2,False,point_two,0.258,False,31,68,0.097,False,8
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,0,True,point_one,0.458,True,24,69,0.083,False,11
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,0,True,point_two,0.31,False,29,69,0.069,False,9
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,1,False,point_one,0.308,False,26,71,0.038,False,8
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,1,False,point_two,0.115,False,26,71,0.038,False,3
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,2,False,point_one,0.4,True,20,74,0.2,False,8
trial06,hanshin,single_event_boxscore,post_g1,a2,focus_hint,treatment,run3,2,False,point_two,0.455,True,33,74,0.121,False,15
trial06,hanshin,single_event_boxscore,post_g1,a2,hint_only,treatment,run1,0,True,point_one,0.269,False,26,52,0.115,False,7
trial06,hanshin,single_event_boxscore,post_g1,a2,hint_only,treatment,run1,0,True,point_two,0.4,True,20,52,0.15,False,8
trial06,hanshin,single_event_boxscore,post_g1,a2,hint_only,treatment,run1,1,False,point_one,0.333,False,27,62,0.037,False,9
trial06,hanshin,single_event_boxscore,post_g1,a2,hint_only,treatment,run1,1,False,point_two,0.258,False,31,62,0.032,False,8
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,0,True,point_one,0.375,False,32,66,0.094,False,12
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,0,True,point_two,0.609,True,23,66,0.13,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,1,False,point_one,0.571,True,28,65,0.107,False,16
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,1,False,point_two,0.265,False,34,65,0.088,False,9
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,2,False,point_one,0.457,True,35,72,0.286,False,16
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run1,2,False,point_two,0.303,False,33,72,0.303,False,10
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,0,True,point_one,0.536,True,28,61,0.179,False,15
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,0,True,point_two,0.273,False,33,61,0.152,False,9
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,1,False,point_one,0.424,True,33,65,0.152,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,1,False,point_two,0.312,False,32,65,0.156,False,10
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,2,False,point_one,0.44,True,25,77,0.04,False,11
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run2,2,False,point_two,0.483,True,29,77,0.034,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,0,True,point_one,0.346,False,26,69,0.077,False,9
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,0,True,point_two,0.458,True,24,69,0.083,False,11
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,1,False,point_one,0.344,False,32,77,0.125,False,11
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,1,False,point_two,0.438,True,32,77,0.125,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,2,False,point_one,0.414,True,29,64,0.207,False,12
trial06,hanshin,single_event_boxscore,post_g1,b1b,baseline,baseline,run3,2,False,point_two,0.444,True,27,64,0.222,False,12
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,0,True,point_one,0.312,False,32,84,0.125,False,10
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,0,True,point_two,0.433,True,30,84,0.133,False,13
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,1,False,point_one,0.242,False,33,80,0.182,False,8
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,1,False,point_two,0.56,True,25,80,0.24,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,2,False,point_one,0.5,True,26,74,0.115,False,13
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run1,2,False,point_two,0.323,False,31,74,0.097,False,10
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run2,0,True,point_one,0.297,False,37,63,0.108,False,11
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run2,0,True,point_two,0.314,False,35,63,0.114,False,11
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run3,0,True,point_one,0.467,True,30,70,0.2,False,14
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run3,0,True,point_two,0.448,True,29,70,0.207,False,13
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run3,1,False,point_one,0.394,False,33,64,0.121,False,13
trial06,hanshin,single_event_boxscore,post_g1,b1b,focus_hint,treatment,run3,1,False,point_two,0.226,False,31,64,0.129,False,7
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,0,True,point_one,0.455,True,33,74,0.152,False,15
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,0,True,point_two,0.441,True,34,74,0.147,False,15
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,1,False,point_one,0.294,False,34,57,0.147,False,10
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,1,False,point_two,0.432,True,37,57,0.135,False,16
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,2,False,point_one,0.333,False,36,63,0.111,False,12
trial06,hanshin,single_event_boxscore,post_g1,b1b,hint_only,treatment,run1,2,False,point_two,0.375,False,32,63,0.125,False,12
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,0,True,point_one,0.292,False,24,68,0.208,False,7
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,0,True,point_two,0.667,True,27,68,0.185,False,18
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,1,False,point_one,0.567,True,30,78,0.233,False,17
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,1,False,point_two,0.688,True,32,78,0.219,False,22
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,2,False,point_one,0.472,True,36,79,0.167,False,17
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run1,2,False,point_two,0.5,True,26,79,0.231,False,13
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run2,0,True,point_one,0.652,True,23,66,0.13,False,15
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run2,0,True,point_two,0.367,False,30,66,0.1,False,11
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run2,1,False,point_one,0.233,False,30,47,0.033,False,7
trial05_hanshin,hanshin,single_event_boxscore,post_g1,a2,gapfix,treatment,run2,1,False,point_two,0.241,False,29,47,0.034,False,7
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,0,True,point_one,0.652,True,23,70,0.174,False,15
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,0,True,point_two,0.519,True,27,70,0.148,False,14
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,1,False,point_one,0.342,False,38,62,0.158,False,13
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,1,False,point_two,0.261,False,46,62,0.13,False,12
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,2,False,point_one,0.275,False,40,73,0.075,False,11
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run1,2,False,point_two,0.37,False,27,73,0.111,False,10
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,0,True,point_one,0.478,True,23,62,0.087,False,11
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,0,True,point_two,0.281,False,32,62,0.062,False,9
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,1,False,point_one,0.458,True,24,70,0.042,False,11
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,1,False,point_two,0.393,False,28,70,0.036,False,11
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,2,False,point_one,0.41,True,39,76,0.179,False,16
trial05_hanshin,hanshin,single_event_boxscore,post_g1,b1b,gapfix,treatment,run2,2,False,point_two,0.6,True,30,76,0.233,False,18
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run1,0,True,point_one,0.425,True,40,93,0.15,False,17
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run1,0,True,point_two,0.368,False,38,93,0.158,False,14
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run1,1,False,point_one,0.268,False,41,80,0.098,False,11
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run1,1,False,point_two,0.29,False,31,80,0.129,False,9
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,0,True,point_one,0.324,False,37,92,0.081,False,12
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,0,True,point_two,0.613,True,31,92,0.097,False,19
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,1,False,point_one,0.342,False,38,65,0.132,False,13
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,1,False,point_two,0.35,False,40,65,0.125,False,14
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,2,False,point_one,0.405,True,37,80,0.135,False,15
trial05_theme2,theme2,survey_trend,post_g1,a2,baseline,baseline,run2,2,False,point_two,0.278,False,36,80,0.139,False,10
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,0,True,point_one,0.485,True,33,102,0.182,False,16
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,0,True,point_two,0.486,True,35,102,0.171,False,17
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,1,False,point_one,0.366,False,41,86,0.171,False,15
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,1,False,point_two,0.548,True,42,86,0.167,False,23
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,2,False,point_one,0.289,False,38,83,0.158,False,11
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run1,2,False,point_two,0.405,True,37,83,0.162,False,15
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run2,0,True,point_one,0.615,True,26,105,0.192,False,16
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run2,0,True,point_two,0.464,True,28,105,0.179,False,13
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run2,1,False,point_one,0.231,False,39,68,0.179,False,9
trial05_theme2,theme2,survey_trend,post_g1,a2,gapfix,treatment,run2,1,False,point_two,0.179,False,39,68,0.179,False,7
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,0,True,point_one,0.568,True,44,115,0.045,False,25
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,0,True,point_two,0.429,True,35,115,0.057,False,15
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,1,False,point_one,0.514,True,35,123,0.171,False,18
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,1,False,point_two,0.333,False,36,123,0.167,False,12
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,2,False,point_one,0.344,False,32,108,0.094,False,11
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run1,2,False,point_two,0.357,False,42,108,0.071,False,15
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run2,0,True,point_one,0.4,True,40,121,0.125,False,16
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run2,0,True,point_two,0.394,False,33,121,0.152,False,13
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run2,1,False,point_one,0.265,False,34,109,0.029,False,9
trial05_theme2,theme2,survey_trend,post_g1,b1b,baseline,baseline,run2,1,False,point_two,0.353,False,34,109,0.029,False,12
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,0,True,point_one,0.419,True,31,105,0.194,False,13
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,0,True,point_two,0.438,True,32,105,0.188,False,14
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,1,False,point_one,0.4,True,35,97,0.114,False,14
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,1,False,point_two,0.405,True,37,97,0.108,False,15
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,2,False,point_one,0.242,False,33,89,0.121,False,8
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run1,2,False,point_two,0.595,True,42,89,0.095,False,25
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run2,0,True,point_one,0.229,False,35,87,0.086,False,8
trial05_theme2,theme2,survey_trend,post_g1,b1b,gapfix,treatment,run2,0,True,point_two,0.314,False,35,87,0.086,False,11
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,0,True,point_one,0.6,True,25,60,0.24,False,15
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,0,True,point_two,0.4,True,30,60,0.2,False,12
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,1,False,point_one,0.233,False,30,71,0.033,False,7
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,1,False,point_two,0.394,False,33,71,0.03,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,2,False,point_one,0.382,False,34,72,0.235,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run1,2,False,point_two,0.429,True,35,72,0.229,False,15
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,0,True,point_one,0.5,True,22,73,0.136,False,11
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,0,True,point_two,0.387,False,31,73,0.097,False,12
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,1,False,point_one,0.207,False,29,74,0.0,False,6
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,1,False,point_two,0.0,False,0,,0.0,False,0
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,2,False,point_one,0.2,False,30,63,0.067,False,6
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run2,2,False,point_two,0.406,True,32,63,0.062,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,0,True,point_one,0.316,False,38,53,0.132,False,12
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,0,True,point_two,0.333,False,30,53,0.167,False,10
